Time,CPU Usage (%),Memory Usage (MB)
1677486155.6667573,0.0,30.17578125
1677486156.6659017,25.1,30.17578125
1677486157.6659887,24.0,30.17578125
1677486158.6659415,25.9,30.578125
1677486159.6658852,22.0,30.578125
1677486160.66589,28.3,30.578125
1677486161.6663413,27.8,30.578125
1677486162.6659093,31.2,30.578125
1677486163.6663716,27.8,30.578125
